Dia;TM;TX;TN;HRM;PPT;PM;Volum
2012-11-22;7.6;12.6;3.6;82;0.0;911.5;82.460205639
2012-11-23;9.1;13.6;5.2;62;0.0;910.3;82.463398135
2012-11-24;9.1;13.5;5.1;71;0.0;908.8;82.509726892
2012-11-25;9.1;14.1;5.0;75;0.0;908.6;82.525902795
2012-11-26;8.6;13.6;6.1;91;1.7;901.9;82.55146692699999
2012-11-27;3.3;6.3;-0.1;95;13.7;894.2;82.404896625
2012-11-28;2.1;4.0;0.4;80;1.5;886.3;82.699960479
2012-11-29;2.8;10.1;-2.6;48;0.0;891.5;82.804602569
2012-11-30;0.2;7.9;-4.6;57;0.1;892.6;82.94643659399999
2012-12-01;-1.3;5.5;-5.5;75;0.1;898.4;82.82644342
2012-12-02;0.9;9.5;-3.9;58;0.0;906.4;83.151853896
2012-12-03;3.9;12.8;-1.1;82;0.1;910.8;82.684602365
2012-12-04;3.7;9.3;-0.1;80;0.0;903.8;82.72187658
2012-12-05;1.8;7.3;-1.8;76;0.0;901.2;82.68234230600001
2012-12-06;1.2;8.5;-2.5;82;0.0;905.6;82.569514
2012-12-07;2.7;9.3;-1.5;81;0.0;900.8;82.610099378
2012-12-08;3.0;9.7;-0.8;56;0.0;905.0;82.77315278100001
2012-12-09;1.7;10.1;-2.3;50;0.0;911.0;82.729847132
2012-12-10;1.2;6.8;-2.7;74;0.0;907.0;81.790278042
2012-12-11;0.8;7.3;-2.8;88;0.0;907.2;80.499813729
2012-12-12;1.9;6.4;-2.5;84;0.0;905.4;79.61770333300001
2012-12-13;6.1;9.7;3.9;71;0.0;901.4;79.76151991
2012-12-14;7.5;11.3;4.0;74;0.0;898.6;80.06910969399999
2012-12-15;9.5;11.8;8.0;69;0.0;903.4;80.40114051
2012-12-16;7.6;12.0;2.4;70;0.0;906.8;80.71346330899999
2012-12-17;5.2;11.5;1.4;88;0.0;906.6;81.015383604
2012-12-18;3.7;10.5;0.0;89;0.0;909.2;81.315906552
2012-12-19;5.1;8.6;1.6;86;0.0;909.2;81.612958944
2012-12-20;6.9;9.9;4.3;80;0.0;904.9;81.907013542
2012-12-21;6.2;10.2;3.3;77;0.0;905.0;81.809709469
2012-12-22;5.3;8.8;2.3;86;0.0;911.5;80.00273651
2012-12-23;12.6;20.7;6.0;42;0.0;911.3;78.236862431
2012-12-24;14.4;20.9;8.1;27;0.0;907.6;77.347018389
2012-12-25;12.1;17.6;6.7;39;0.0;903.8;76.991856455
2012-12-26;6.0;11.8;2.5;85;0.0;910.4;77.235101198
2012-12-27;4.0;10.3;0.1;76;0.0;914.7;77.201284833
2012-12-28;6.3;11.5;2.4;69;0.0;917.9;77.02159433
2012-12-29;8.3;14.7;2.6;48;0.0;911.5;75.975982868
2012-12-30;3.6;10.4;-0.1;81;0.0;915.4;75.011245705
2012-12-31;3.4;9.3;-1.5;72;0.0;910.9;73.958182649
2013-01-01;3.0;5.8;-0.1;84;4.2;905.1;73.428410368
2013-01-02;2.6;8.9;-0.8;80;0.0;910.6;73.56860095100001
2013-01-03;4.5;11.6;-0.9;40;0.0;921.9;73.61719733
2013-01-04;8.0;16.6;2.7;48;0.0;922.3;73.271654847
2013-01-05;11.5;19.8;5.9;33;0.0;917.3;72.761349111
2013-01-06;12.2;19.3;7.5;33;0.0;915.4;72.942895858
2013-01-07;12.9;21.1;7.1;29;0.0;913.9;72.581486097
2013-01-08;11.4;19.1;5.3;30;0.0;914.4;71.24173869100001
2013-01-09;5.9;13.7;-1.2;61;0.0;909.8;70.447978472
2013-01-10;4.6;12.4;-2.1;78;0.0;907.4;70.579626542
2013-01-11;4.1;11.1;-0.8;70;0.0;908.5;70.320866174
2013-01-12;3.3;10.4;-2.3;74;3.6;904.5;70.537839205
2013-01-13;1.2;2.8;-0.6;96;1.0;898.2;70.750342906
2013-01-14;1.2;6.3;-2.1;65;0.0;901.7;70.65059139899999
2013-01-15;-0.1;5.7;-3.1;70;0.1;899.2;70.648796941
2013-01-16;1.1;4.6;-3.3;82;0.0;894.3;69.516592194
2013-01-17;2.5;8.8;-2.3;79;0.0;896.2;68.256183729
2013-01-18;4.2;9.9;-1.4;80;0.4;892.8;67.26387492399999
2013-01-19;7.9;10.1;2.9;81;5.4;879.0;67.026137497
2013-01-20;3.3;8.1;-0.8;76;0.1;884.2;67.26306625699999
2013-01-21;1.7;8.1;-1.9;77;1.8;892.5;67.923132285
2013-01-22;1.0;5.2;-1.7;65;0.1;893.9;67.570888576
2013-01-23;-0.4;2.4;-2.8;87;0.3;892.1;66.744101646
2013-01-24;0.6;6.8;-2.8;76;0.0;893.6;66.589994198
2013-01-25;2.2;9.9;-1.5;44;0.0;899.8;66.046877566
2013-01-26;3.6;9.6;-0.3;71;0.0;900.9;65.831682917
2013-01-27;4.6;10.6;-0.8;73;0.5;903.1;66.054521583
2013-01-28;4.8;11.8;0.1;73;2.1;907.6;66.276609455
2013-01-29;4.9;11.6;0.7;73;0.0;914.7;66.07443749699999
2013-01-30;8.9;16.5;3.7;53;0.0;914.6;65.80109876
2013-01-31;8.8;16.9;5.1;74;0.0;917.1;65.65354749
2013-02-01;9.7;14.5;5.7;68;0.0;905.7;65.03924294800001
2013-02-02;4.2;7.9;-0.4;56;0.0;894.3;64.858172639
2013-02-03;2.0;10.6;-2.0;29;0.0;906.2;65.082372177
2013-02-04;4.0;12.0;-2.4;52;0.0;913.1;65.102174528
2013-02-05;6.5;13.7;0.8;65;0.0;907.3;64.781221413
2013-02-06;1.8;6.9;-2.1;62;0.0;897.4;64.844240003
2013-02-07;-0.3;3.3;-2.9;45;0.0;901.6;65.059811198
2013-02-08;-1.0;2.2;-3.3;60;0.0;901.5;65.284478535
2013-02-09;-0.1;6.3;-4.2;50;0.0;905.2;65.527794569
2013-02-10;1.9;8.7;-3.1;72;0.0;899.4;65.762751267
2013-02-11;1.2;6.7;-2.1;75;0.0;891.0;66.001509868
2013-02-12;1.7;9.4;-3.0;68;0.0;896.4;66.236525212
2013-02-13;2.1;9.8;-3.4;75;0.0;904.2;66.46626080600001
2013-02-14;5.1;11.0;-0.6;69;0.0;908.7;66.707994128
2013-02-15;4.4;11.4;0.3;87;0.0;908.1;66.942023267
2013-02-16;4.9;10.0;2.8;87;0.3;908.1;67.166851149
2013-02-17;5.0;10.0;3.1;89;0.0;903.9;67.39305008
2013-02-18;4.0;8.9;2.2;94;0.0;902.9;67.615219135
2013-02-19;3.1;6.4;0.0;89;0.0;904.1;67.84578561800001
2013-02-20;4.7;11.8;0.5;79;0.0;901.7;68.062162247
2013-02-21;5.0;11.5;0.8;84;0.1;897.3;68.262906271
2013-02-22;-0.5;4.2;-3.1;98;6.0;890.7;68.480509458
2013-02-23;-2.8;2.8;-5.6;74;1.4;890.9;68.76467207600001
2013-02-24;-2.8;4.3;-6.0;60;0.0;898.5;69.02154555199999
2013-02-25;-2.3;4.1;-6.2;62;0.3;902.9;69.240421948
2013-02-26;-1.9;4.7;-7.1;74;0.2;906.7;69.457738167
2013-02-27;0.7;3.9;-3.7;75;0.8;908.4;69.66661734
2013-02-28;0.6;1.8;-0.4;98;17.2;905.2;69.905571819
2013-03-01;1.8;5.0;0.3;84;7.7;901.1;70.340696056
2013-03-02;5.2;12.7;0.4;55;0.0;906.0;70.847490142
2013-03-03;5.9;12.9;0.9;59;0.0;905.7;71.245612486
2013-03-04;4.6;6.0;0.9;81;8.2;902.2;71.580908851
2013-03-05;6.9;7.3;6.0;97;49.5;893.8;72.71057477800001
2013-03-06;8.0;9.9;7.2;95;25.3;887.2;84.942098441
2013-03-07;11.1;15.7;6.6;72;0.0;893.3;95.425876503
2013-03-08;10.3;16.0;5.7;64;0.0;895.1;98.82360975
2013-03-09;8.7;13.8;5.1;69;0.0;895.3;102.02768351700001
2013-03-10;8.7;13.9;4.2;59;0.0;892.7;104.38734495799999
2013-03-11;6.4;11.4;2.5;67;0.0;892.1;106.26164097200001
2013-03-12;5.4;11.4;2.0;77;2.2;890.4;107.82973778799999
2013-03-13;0.7;4.0;-3.0;85;5.6;887.2;109.275202344
2013-03-14;0.0;4.7;-4.0;43;0.1;894.6;110.790065021
2013-03-15;1.9;9.7;-4.0;46;0.0;902.3;111.983403993
2013-03-16;3.6;7.3;-1.4;68;0.3;901.7;113.06164560399999
2013-03-17;7.1;12.6;4.3;75;4.9;892.0;114.08273384
2013-03-18;5.2;9.6;2.8;65;1.6;891.1;115.12462403100001
2013-03-19;5.3;10.7;0.7;66;0.0;895.0;116.163017899
2013-03-20;5.5;13.2;1.3;84;3.2;898.7;117.21490669399999
2013-03-21;7.4;14.5;-1.0;61;0.0;905.4;118.219148906
2013-03-22;11.6;19.3;5.0;44;0.0;898.4;119.136308684
2013-03-23;7.6;11.8;3.6;85;0.4;895.0;119.991337181
2013-03-24;5.6;10.4;2.9;91;2.1;891.8;120.85900525299999
2013-03-25;7.4;15.1;3.1;76;0.0;894.2;121.79809908
2013-03-26;6.3;9.5;3.3;88;10.6;893.6;122.661695757
2013-03-27;6.5;9.0;4.7;97;1.2;893.7;123.77336550700001
2013-03-28;9.6;17.1;5.2;84;0.1;896.9;124.881703556
2013-03-29;10.5;16.4;6.4;75;0.1;897.6;126.433721976
2013-03-30;8.4;15.2;2.9;81;0.6;894.7;128.124978885
2013-03-31;6.9;12.1;1.4;70;0.0;895.9;129.55290833
2013-04-01;5.9;9.3;2.7;91;24.8;889.7;130.939058007
2013-04-02;5.7;14.4;2.1;85;13.6;895.2;132.982913608
2013-04-03;6.6;13.7;0.6;76;0.0;896.4;134.703329705
2013-04-04;5.8;10.0;3.4;84;13.6;891.3;134.41215810399999
2013-04-05;2.7;6.1;-0.1;95;10.0;894.9;133.235395163
2013-04-06;2.3;7.6;-0.5;81;3.6;899.2;133.65897817
2013-04-07;6.0;12.7;-0.8;63;0.0;902.6;135.02841900299998
2013-04-08;7.1;13.1;4.4;62;0.1;899.2;136.017969111
2013-04-09;9.1;16.1;4.7;63;0.0;900.3;136.627131913
2013-04-10;10.8;16.7;4.1;64;0.0;905.3;137.534495837
2013-04-11;13.8;18.3;9.7;59;0.0;902.0;137.086031292
2013-04-12;11.1;16.2;7.0;50;0.0;905.1;136.947128913
2013-04-13;11.8;19.1;4.6;62;0.0;912.1;136.038161625
2013-04-14;12.9;22.0;5.5;44;0.0;914.6;135.866555861
2013-04-15;15.5;23.4;6.9;38;0.0;913.2;135.083767538
2013-04-16;15.3;21.0;9.8;53;0.0;913.3;133.748197406
2013-04-17;16.3;23.9;9.5;49;0.0;913.5;132.58512040600002
2013-04-18;14.4;20.0;8.3;57;0.0;912.1;130.616027403
2013-04-19;8.4;13.8;1.2;84;2.0;910.4;129.544278045
2013-04-20;6.4;14.5;0.9;59;0.0;909.6;129.849209694
2013-04-21;6.7;13.3;1.3;77;0.0;907.9;130.083181156
2013-04-22;7.4;13.6;2.9;76;0.0;907.0;130.699350875
2013-04-23;8.8;15.6;2.8;66;0.0;911.7;130.916824611
2013-04-24;9.7;14.2;4.6;61;0.0;914.6;130.329839104
2013-04-25;8.9;10.3;7.6;85;15.9;911.8;129.758888649
2013-04-26;9.6;12.1;7.8;89;0.9;904.6;130.112827674
2013-04-27;5.4;8.5;2.4;95;23.9;897.2;132.74676502100002
2013-04-28;2.6;5.3;0.1;94;3.8;899.5;139.44114289200002
2013-04-29;7.5;8.8;5.2;96;19.0;900.9;144.224998295
2013-04-30;10.2;17.0;4.0;77;1.0;903.0;148.988293542
2013-05-01;9.7;17.2;2.6;63;0.0;906.4;150.68
2013-05-02;9.2;14.6;4.7;75;0.0;906.5;149.386
2013-05-03;9.0;15.4;2.9;77;0.0;908.1;146.594
2013-05-04;9.1;16.0;4.3;81;13.5;909.6;143.15200000000004
2013-05-05;10.0;17.8;3.5;76;0.6;909.9;139.697
2013-05-06;13.8;21.7;6.0;61;0.0;909.7;136.44
2013-05-07;14.7;20.8;9.6;55;0.0;908.1;136.273
2013-05-08;14.7;21.1;9.6;72;0.3;907.4;137.512
2013-05-09;15.2;21.6;10.9;71;0.3;907.5;138.79
2013-05-10;11.5;17.8;5.9;91;0.0;908.0;140.21
2013-05-11;10.2;18.2;5.2;81;0.0;909.4;140.90200000000004
2013-05-12;10.0;18.1;4.8;83;0.0;910.8;140.504
2013-05-13;12.3;20.3;6.9;77;0.0;910.3;140.564
2013-05-14;11.3;17.8;6.1;76;1.7;903.3;140.545
2013-05-15;8.5;11.6;5.8;92;19.5;893.7;140.536
2013-05-16;6.7;11.6;4.8;90;2.9;891.0;141.317
2013-05-17;8.0;14.2;2.2;70;2.3;892.9;141.371
2013-05-18;8.3;13.3;5.6;76;11.7;895.6;141.692
2013-05-19;5.7;11.0;2.8;90;9.6;904.5;141.767
2013-05-20;6.2;9.9;3.8;91;0.5;908.2;140.987
2013-05-21;8.0;15.2;2.4;83;0.0;905.9;140.011
2013-05-22;11.6;19.6;5.0;71;0.0;903.2;140.566
2013-05-23;10.3;19.3;3.7;73;0.0;902.9;142.855
2013-05-24;6.7;12.6;2.5;84;0.3;903.8;146.055
2013-05-25;6.7;14.4;1.2;86;0.5;905.4;148.683
2013-05-26;8.6;16.5;0.1;77;0.0;907.6;150.282
2013-05-27;9.5;15.5;4.2;86;0.8;902.6;150.592
2013-05-28;8.6;17.7;3.6;83;1.0;898.7;150.493
2013-05-29;6.2;13.9;1.6;80;2.5;899.4;150.77
2013-05-30;8.0;15.0;0.3;75;0.0;902.0;151.398
2013-05-31;9.8;17.4;5.3;74;0.0;903.0;150.882
2013-06-01;14.0;22.2;8.4;52;0.0;906.5;150.695
2013-06-02;13.2;21.1;6.9;59;0.0;908.7;150.536
2013-06-03;12.5;18.3;6.4;71;0.0;908.5;149.545
2013-06-04;12.8;20.9;6.6;73;22.0;907.3;149.511
2013-06-05;14.2;21.7;6.6;62;0.0;907.1;150.256
2013-06-06;14.8;22.1;7.7;61;0.0;908.7;151.02100000000004
2013-06-07;16.6;23.3;9.5;51;0.0;908.8;151.195
2013-06-08;11.4;17.5;6.8;76;9.0;904.3;151.29
2013-06-09;10.9;15.7;6.6;79;0.1;901.5;151.158
2013-06-10;12.3;19.0;6.1;85;0.0;906.6;151.102
2013-06-11;15.8;22.5;8.4;76;0.0;909.9;150.718
2013-06-12;17.7;24.4;11.0;71;0.0;912.6;150.783
2013-06-13;19.5;27.5;12.5;67;0.0;911.7;150.89
2013-06-14;18.8;26.3;11.0;66;0.0;910.3;151.035
2013-06-15;19.1;25.5;12.6;66;0.0;910.4;150.70600000000005
2013-06-16;19.7;27.4;12.7;47;0.0;908.9;150.245
2013-06-17;19.2;24.7;12.9;63;0.0;905.2;150.28
2013-06-18;16.1;19.3;14.0;89;1.6;903.8;150.145
2013-06-19;15.4;22.0;8.9;71;0.5;905.1;150.20600000000005
2013-06-20;14.1;22.0;7.2;70;0.0;908.4;150.19799999999995
2013-06-21;14.0;22.7;8.0;78;33.3;910.7;150.192
2013-06-22;14.6;23.5;8.1;84;0.0;912.2;151.261
2013-06-23;13.4;20.0;9.5;92;0.0;912.1;152.095
2013-06-24;12.6;19.2;4.1;81;0.0;913.4;153.016
2013-06-25;13.6;19.5;7.7;82;0.0;913.9;152.208
2013-06-26;14.1;20.5;7.5;80;0.0;914.4;151.541
2013-06-27;13.5;21.0;8.4;85;2.6;914.0;150.996
2013-06-28;14.3;20.9;9.0;86;0.0;914.0;150.533
2013-06-29;16.0;23.0;9.4;83;0.0;915.3;149.762
2013-06-30;16.7;24.2;10.8;83;0.0;913.0;149.03
2013-07-01;17.0;23.8;10.3;73;0.0;910.8;148.259
2013-07-02;18.0;24.8;11.2;70;0.0;910.0;148.014
2013-07-03;18.0;24.0;13.1;76;0.0;910.8;147.304
2013-07-04;18.5;25.3;11.7;76;0.0;913.2;146.72899999999996
2013-07-05;19.6;27.1;11.6;63;0.0;915.8;146.18200000000004
2013-07-06;20.8;27.5;13.6;59;0.0;915.7;146.128
2013-07-07;20.5;28.3;13.9;63;0.0;915.1;146.438
2013-07-08;19.9;27.4;13.1;62;0.0;914.8;146.667
2013-07-09;19.9;28.5;11.7;61;0.0;912.2;145.05200000000005
2013-07-10;18.9;28.7;13.4;67;7.1;908.5;144.118
2013-07-11;16.1;24.6;11.7;85;3.2;907.4;142.91299999999995
2013-07-12;20.1;28.2;12.1;66;0.2;909.9;141.382
2013-07-13;20.4;28.6;14.2;63;0.0;910.7;141.166
2013-07-14;19.7;27.0;14.5;60;17.2;912.1;141.738
2013-07-15;20.7;28.8;14.2;58;0.0;913.2;142.466
2013-07-16;20.8;28.4;13.6;65;0.0;913.6;142.674
2013-07-17;19.4;26.8;14.8;71;11.9;913.5;142.398
2013-07-18;17.2;26.2;12.3;80;19.1;912.6;143.062
2013-07-19;18.2;26.8;11.8;78;0.8;910.9;143.812
2013-07-20;17.8;26.5;12.9;80;7.4;909.7;144.306
2013-07-21;19.8;27.5;13.1;70;2.4;910.8;147.094
2013-07-22;19.9;26.7;13.6;67;0.1;910.5;149.864
2013-07-23;19.9;29.1;13.3;67;8.5;909.1;149.03799999999995
2013-07-24;21.9;30.2;15.2;58;0.1;910.6;147.18
2013-07-25;23.2;32.1;15.0;49;0.0;910.5;146.545
2013-07-26;22.4;30.0;14.6;42;0.0;908.8;145.486
2013-07-27;23.2;29.8;15.1;54;0.0;905.2;144.857
2013-07-28;22.5;30.3;17.2;55;0.6;906.5;145.014
2013-07-29;18.2;26.4;11.3;73;5.9;912.9;145.451
2013-07-30;18.7;28.1;11.4;76;0.0;915.7;145.313
2013-07-31;21.0;28.8;12.8;68;0.0;912.9;145.904
2013-08-01;22.1;31.3;13.6;49;0.0;910.5;146.579
2013-08-02;22.6;33.0;13.2;42;0.0;910.8;146.997
2013-08-03;21.0;28.5;15.1;52;0.0;912.5;146.585
2013-08-04;21.9;29.3;14.7;59;0.0;913.2;146.88299999999995
2013-08-05;22.9;32.8;13.7;46;0.0;910.6;147.02100000000004
2013-08-06;22.9;29.8;15.3;56;0.0;908.2;146.246
2013-08-07;19.5;28.8;13.7;63;0.0;904.6;144.416
2013-08-08;14.0;23.3;9.4;84;0.4;909.4;142.735
2013-08-09;17.4;26.9;9.3;70;0.0;913.6;141.64700000000005
2013-08-10;18.1;26.6;10.7;78;0.0;912.9;141.034
2013-08-11;20.0;29.1;13.0;69;0.0;912.1;140.796
2013-08-12;22.1;31.4;13.9;55;0.0;910.6;140.57399999999998
2013-08-13;18.9;28.7;13.1;70;51.3;911.1;140.629
2013-08-14;18.7;25.9;12.0;78;0.0;911.4;141.95600000000005
2013-08-15;18.6;27.0;13.2;79;0.0;912.0;142.509
2013-08-16;19.5;26.8;14.6;81;0.2;911.6;141.67700000000005
2013-08-17;17.6;26.0;12.8;81;7.8;911.5;140.815
2013-08-18;18.7;25.7;11.9;80;5.9;911.3;140.503
2013-08-19;19.0;26.6;15.1;85;8.8;912.6;140.282
2013-08-20;18.6;25.4;11.6;78;0.0;913.6;139.942
2013-08-21;18.0;26.1;11.2;76;0.0;912.2;139.631
2013-08-22;19.6;27.8;12.4;73;0.0;909.2;139.111
2013-08-23;18.8;26.0;13.4;83;0.0;909.2;138.13
2013-08-24;17.1;24.0;13.6;89;19.6;908.5;137.334
2013-08-25;15.5;23.6;10.1;81;0.0;906.0;137.951
2013-08-26;13.4;18.3;9.5;90;11.2;905.3;138.364
2013-08-27;14.8;23.1;10.4;83;1.3;907.2;139.618
2013-08-28;15.4;23.9;11.3;87;16.6;909.4;140.953
2013-08-29;15.4;22.1;10.7;79;0.0;911.3;143.069
2013-08-30;15.8;24.1;10.2;71;0.0;912.0;144.287
2013-08-31;16.1;25.2;9.7;74;0.0;913.4;144.287
2013-09-01;17.3;25.8;10.8;67;0.0;914.1;146.11700000000005
2013-09-02;16.2;24.8;10.6;70;0.0;914.9;146.47
2013-09-03;17.5;26.0;10.7;51;0.0;915.8;146.53
2013-09-04;17.2;25.5;10.6;55;0.0;913.7;146.09799999999996
2013-09-05;17.1;25.3;9.3;63;0.0;908.8;145.447
2013-09-06;16.3;25.8;10.1;73;0.0;906.5;144.709
2013-09-07;14.5;19.0;11.2;93;13.7;909.0;144.048
2013-09-08;14.8;21.6;10.6;92;0.0;911.7;144.814
2013-09-09;15.4;21.8;9.5;78;0.0;914.1;144.84
2013-09-10;13.7;21.3;8.9;85;2.5;911.3;144.273
2013-09-11;12.1;17.0;10.2;91;3.4;910.7;144.843
2013-09-12;13.3;20.3;9.0;81;0.2;911.8;144.54
2013-09-13;13.7;21.1;8.1;88;0.0;913.9;143.893
2013-09-14;17.2;24.2;9.7;74;0.0;910.5;143.255
2013-09-15;14.2;20.5;9.7;89;0.3;907.5;142.868
2013-09-16;14.9;22.7;9.4;79;0.0;904.9;142.582
2013-09-17;13.3;20.2;8.7;84;0.0;905.3;142.317
2013-09-18;14.0;20.6;8.8;82;0.0;905.8;141.89700000000005
2013-09-19;15.2;24.0;9.6;81;0.0;906.2;141.635
2013-09-20;14.6;22.5;8.7;82;0.0;910.4;141.341
2013-09-21;14.9;23.8;8.9;83;0.0;914.3;140.83100000000005
2013-09-22;15.0;22.6;9.5;77;0.0;915.7;139.528
2013-09-23;14.5;22.7;8.1;80;0.0;912.8;137.958
2013-09-24;15.8;24.8;8.9;83;0.0;908.9;135.844
2013-09-25;17.8;25.0;13.1;86;0.0;907.6;132.708
2013-09-26;18.2;27.9;11.7;69;0.0;908.4;129.653
2013-09-27;19.3;28.7;12.5;48;0.0;906.9;127.132
2013-09-28;17.1;22.8;12.8;68;0.0;901.0;127.032
2013-09-29;16.0;24.0;11.7;70;0.0;899.2;127.452
2013-09-30;15.0;23.2;8.7;78;0.0;900.5;127.603
2013-10-01;18.3;26.7;11.2;71;0.0;902.6;127.239
2013-10-02;18.5;25.0;13.7;77;0.0;905.7;126.754
2013-10-03;16.5;17.5;15.5;97;0.1;909.2;126.948
2013-10-04;15.1;17.5;10.2;97;3.3;909.1;126.882
2013-10-05;13.2;18.9;9.3;94;0.2;912.2;127.199
2013-10-06;12.6;18.7;9.7;92;0.8;912.7;128.256
2013-10-07;12.2;19.8;8.2;89;0.1;912.6;129.154
2013-10-08;12.3;20.0;7.5;89;0.5;913.4;129.736
2013-10-09;11.9;18.9;8.1;88;0.0;911.7;129.624
2013-10-10;10.6;16.7;7.1;92;0.0;905.7;128.548
2013-10-11;6.6;12.8;3.3;90;0.8;904.6;127.896
2013-10-12;7.9;14.7;3.1;76;0.1;907.8;127.151
2013-10-13;10.9;19.8;4.2;75;0.0;910.2;126.431
2013-10-14;13.1;19.7;8.0;70;0.0;910.4;125.549
2013-10-15;14.5;18.2;11.8;68;0.0;908.4;123.666
2013-10-16;15.1;22.2;10.0;78;0.0;909.7;122.379
2013-10-17;13.8;21.0;9.3;86;0.0;910.8;120.499
2013-10-18;15.4;23.0;10.6;72;0.0;907.6;118.622
2013-10-19;14.9;22.5;10.6;87;0.0;909.1;116.58
2013-10-20;14.9;22.4;10.3;80;0.0;910.3;115.485
2013-10-21;15.1;21.6;9.2;74;0.0;909.4;114.028
2013-10-22;16.3;23.1;10.6;65;0.0;904.8;112.161
2013-10-23;15.0;20.6;9.2;69;0.0;906.2;110.178
2013-10-24;13.8;21.5;8.5;74;0.0;908.7;109.395
2013-10-25;14.7;21.7;10.2;87;0.0;909.3;109.431
2013-10-26;14.8;18.4;11.2;92;0.0;911.1;109.771
2013-10-27;16.2;23.1;10.7;58;0.0;912.4;110.096
2013-10-28;17.1;23.0;10.1;44;0.0;908.1;110.38
2013-10-29;10.2;13.1;5.9;83;0.0;907.7;110.188
2013-10-30;7.9;13.2;4.0;62;0.0;909.3;109.97
2013-10-31;9.2;17.7;4.2;57;0.0;912.0;109.884
2013-11-01;10.5;18.4;4.5;49;0.0;910.7;109.762
2013-11-02;13.4;19.3;8.9;56;0.0;907.6;108.183
2013-11-03;12.3;18.1;8.2;75;0.0;907.4;107.038
2013-11-04;9.0;12.7;4.7;78;0.0;898.1;106.306
2013-11-05;11.3;18.8;3.4;66;0.0;899.7;106.131
2013-11-06;13.5;21.0;8.9;78;0.0;908.4;105.759
2013-11-07;13.6;21.0;7.8;77;0.0;909.0;103.987
2013-11-08;12.2;18.9;7.3;73;0.0;906.2;102.192
2013-11-09;8.4;14.5;5.3;73;0.0;908.9;101.138
2013-11-10;7.9;12.3;3.3;74;0.0;908.2;100.68
2013-11-11;9.1;17.1;4.2;69;0.0;909.1;100.123
2013-11-12;9.7;18.7;1.8;47;0.0;910.4;98.561
2013-11-13;10.2;17.1;6.8;81;0.0;910.5;96.686
2013-11-14;8.6;17.9;1.9;71;0.0;910.4;94.355
2013-11-15;2.4;10.1;-1.6;59;0.0;905.7;93.579
2013-11-16;5.6;7.2;0.8;84;6.0;906.9;93.886
2013-11-17;6.8;7.8;5.5;97;57.8;903.6;94.313
2013-11-18;6.6;7.6;5.7;97;53.0;893.6;105.427
2013-11-19;6.5;12.8;2.6;83;7.7;894.4;111.06
2013-11-20;1.4;7.0;-2.9;45;0.0;899.8;112.532
2013-11-21;1.8;7.9;-0.6;75;0.0;892.4;114.331
2013-11-22;0.8;8.3;-2.8;68;0.0;892.5;115.714
2013-11-23;0.5;8.1;-3.8;62;0.0;895.7;116.817
2013-11-24;2.9;11.4;-1.7;66;0.0;900.8;117.78
2013-11-25;1.7;10.4;-2.1;81;0.0;906.6;118.651
2013-11-26;0.4;7.7;-3.9;81;0.0;910.1;119.378
2013-11-27;-0.7;6.0;-4.3;70;0.0;911.7;119.378
2013-11-28;-0.5;8.4;-5.7;70;0.1;914.7;119.817
2013-11-29;-0.9;8.2;-5.4;79;0.0;913.1;120.402
2013-11-30;0.5;7.6;-3.9;72;0.4;904.0;120.988
2013-12-01;4.2;11.1;-1.1;57;0.0;905.6;121.528
2013-12-02;5.2;9.0;-1.0;49;0.0;908.7;122.068
2013-12-03;7.3;14.2;1.2;56;0.0;915.0;122.265
2013-12-04;7.0;16.8;0.8;32;0.0;915.4;122.709
2013-12-05;6.3;16.1;1.7;41;0.0;914.2;122.906
2013-12-06;4.5;13.4;0.2;63;0.0;913.1;123.371
2013-12-07;6.8;15.2;2.0;44;0.0;912.9;121.773
2013-12-08;3.6;11.8;-0.3;72;0.0;915.6;121.38
2013-12-09;3.8;12.3;-1.0;71;0.0;918.0;119.963
2013-12-10;4.5;13.6;-0.6;63;0.0;919.7;119.135
2013-12-11;3.5;9.2;1.4;92;0.0;920.1;117.49
2013-12-12;3.5;11.2;-0.4;92;0.0;917.0;116.672
2013-12-13;3.5;11.3;-1.5;89;0.0;913.6;116.769
2013-12-14;4.9;12.1;0.6;72;0.0;918.6;117.201
2013-12-15;8.6;19.2;2.5;39;0.0;921.1;117.587
2013-12-16;5.8;12.8;1.4;66;0.0;920.2;117.973
2013-12-17;4.9;9.0;1.4;87;0.0;917.0;117.297
2013-12-18;5.7;12.2;1.4;79;0.0;912.1;116.913
2013-12-19;5.9;6.7;5.0;89;11.5;903.7;117.394
2013-12-20;5.2;12.7;0.1;64;0.9;910.6;117.057
2013-12-21;4.9;11.9;0.2;44;0.1;919.1;116.164
2013-12-22;5.6;12.2;0.5;49;0.0;917.2;115.412
2013-12-23;5.6;10.6;0.2;59;0.0;912.1;114.902
2013-12-24;8.2;12.1;6.3;61;0.0;900.9;115.188
2013-12-25;6.1;10.0;1.1;79;0.1;887.7;115.541
2013-12-26;1.7;6.8;-1.9;72;0.0;893.6;115.953
2013-12-27;5.5;11.0;-0.7;68;0.0;900.9;116.432
2013-12-28;7.1;12.5;-0.1;68;0.0;900.5;116.817
2013-12-29;1.7;9.0;-2.0;85;0.0;911.5;117.153
2013-12-30;1.2;8.7;-3.3;66;0.0;913.2;115.695
2013-12-31;2.6;10.5;-3.0;70;0.0;907.1;115.446
2014-01-01;5.5;10.1;0.2;71;0.0;904.9;115.64
