Dia;TM;TX;TN;HRM;PPT;PM;Volum
2007-01-01;7.3;11.1;3.7;76;0.0;922.1;90.336
2007-01-02;4.6;8.6;1.2;88;0.0;922.4;90.336
2007-01-03;3.5;10.3;-0.7;80;0.0;922.3;90.336
2007-01-04;7.2;12.3;3.7;48;0.0;916.4;88.73899999999998
2007-01-05;5.7;11.3;1.4;69;0.1;916.8;91.104
2007-01-06;6.0;12.8;1.8;76;0.0;918.0;91.291
2007-01-07;6.9;14.1;4.0;74;0.0;915.8;91.43
2007-01-08;5.9;13.0;2.3;74;0.0;912.6;91.588
2007-01-09;9.6;15.8;4.5;59;0.1;914.8;91.709
2007-01-10;9.8;15.7;5.8;58;0.0;916.1;91.972
2007-01-11;6.4;12.5;2.9;83;0.0;921.7;92.159
2007-01-12;9.2;16.5;4.7;57;0.0;922.0;92.327
2007-01-13;12.1;19.8;8.1;41;0.0;918.6;92.492
2007-01-14;8.5;14.9;4.6;70;0.0;919.5;92.648
2007-01-15;5.9;9.6;3.7;88;0.0;917.0;92.782
2007-01-16;5.5;10.0;3.5;89;0.0;914.5;92.969
2007-01-17;6.1;13.0;2.1;81;0.0;917.0;93.13
2007-01-18;7.0;13.2;3.1;73;0.0;918.3;93.285
2007-01-19;10.6;18.4;5.6;69;0.0;920.2;93.453
2007-01-20;11.8;20.6;6.6;66;0.0;916.5;93.611
2007-01-21;7.4;13.1;4.1;86;0.0;912.8;93.707
2007-01-22;6.5;9.2;3.3;84;5.6;900.3;93.122
2007-01-23;1.2;5.2;-2.2;81;0.0;892.8;92.007
2007-01-24;-1.3;4.0;-4.8;42;0.0;896.8;91.03
2007-01-25;-2.4;-0.2;-5.6;78;0.0;898.0;89.99799999999998
2007-01-26;-0.7;7.9;-4.8;59;0.0;906.2;89.428
2007-01-27;0.4;7.7;-4.9;53;0.0;913.9;89.551
2007-01-28;3.4;10.1;-2.3;41;0.0;918.0;89.671
2007-01-29;6.6;15.5;0.7;29;0.0;911.4;89.68700000000003
2007-01-30;4.3;11.6;1.3;56;0.0;910.2;89.17299999999999
2007-01-31;3.9;6.3;2.0;85;4.8;911.8;88.94
2007-02-01;2.2;5.6;-1.2;97;0.0;913.7;88.794
2007-02-02;3.3;11.6;-0.9;91;0.0;916.5;88.961
2007-02-03;3.9;10.6;0.5;84;0.0;914.1;89.115
2007-02-04;4.5;9.4;1.4;80;0.0;913.7;89.281
2007-02-05;5.1;8.0;2.6;81;10.6;910.3;89.04
2007-02-06;3.7;8.4;0.9;90;0.2;900.2;88.738
2007-02-07;4.2;9.8;0.9;78;0.0;896.9;87.756
2007-02-08;6.1;9.7;3.6;80;13.0;897.1;86.41799999999998
2007-02-09;5.6;12.1;2.1;81;0.0;898.6;85.625
2007-02-10;6.6;13.3;1.9;64;0.0;903.3;85.865
2007-02-11;9.6;16.6;2.6;64;0.0;907.0;86.073
2007-02-12;9.9;13.4;3.1;68;1.7;902.5;86.23299999999998
2007-02-13;6.0;12.9;0.2;53;0.1;908.5;86.37
2007-02-14;10.3;14.7;5.1;65;0.0;904.1;86.604
2007-02-15;10.2;19.6;2.9;23;0.0;911.4;86.781
2007-02-16;12.2;19.2;7.2;14;0.0;908.5;86.915
2007-02-17;6.3;8.2;4.9;88;14.5;903.5;87.10799999999998
2007-02-18;4.1;6.1;1.2;90;0.7;902.8;87.374
2007-02-19;5.7;12.9;1.6;79;0.0;904.5;87.647
2007-02-20;6.1;13.5;1.4;78;0.0;902.0;87.945
2007-02-21;5.6;10.1;2.3;89;0.5;906.0;88.155
2007-02-22;5.5;11.1;2.5;84;0.0;904.4;88.337
2007-02-23;7.1;14.1;1.7;75;0.0;904.4;88.523
2007-02-24;8.1;14.3;3.1;74;0.0;906.4;88.727
2007-02-25;6.1;9.8;2.1;78;7.6;905.4;88.87
2007-02-26;5.5;13.4;0.1;67;0.1;909.2;89.116
2007-02-27;7.2;13.7;-0.1;72;0.0;912.6;89.325
2007-02-28;10.0;16.2;6.3;77;0.0;908.8;89.559
2007-03-01;8.7;14.9;4.0;69;0.0;906.6;89.71700000000001
2007-03-02;11.3;18.0;5.9;61;0.0;908.0;89.92399999999998
2007-03-03;11.5;18.6;6.6;70;0.0;910.4;90.101
2007-03-04;14.4;21.5;7.8;48;0.0;910.1;90.263
2007-03-05;9.0;15.3;5.3;68;0.0;912.5;90.454
2007-03-06;8.1;13.1;3.5;49;0.0;908.9;90.632
2007-03-07;5.8;12.2;1.8;75;7.2;899.3;90.804
2007-03-08;7.5;16.2;1.6;52;0.0;906.2;91.132
2007-03-09;7.7;16.5;2.0;41;0.0;916.3;91.305
2007-03-10;6.9;13.0;2.2;31;0.0;916.8;91.487
2007-03-11;7.1;14.4;2.1;39;0.0;916.5;91.679
2007-03-12;5.8;13.2;-0.3;58;0.0;915.2;91.827
2007-03-13;8.2;15.0;3.3;46;0.0;916.9;91.982
2007-03-14;10.2;16.6;5.6;46;0.0;917.9;92.126
2007-03-15;10.1;15.7;6.2;55;0.0;916.0;92.264
2007-03-16;9.8;15.2;5.9;61;0.0;914.3;92.427
2007-03-17;9.5;16.1;4.6;53;0.0;915.2;92.599
2007-03-18;8.4;17.5;1.2;65;0.0;909.1;92.721
2007-03-19;5.0;11.8;-1.8;58;0.0;892.1;92.827
2007-03-20;-0.5;5.3;-3.8;59;15.5;890.8;92.945
2007-03-21;1.4;9.8;-3.6;34;0.0;895.0;93.122
2007-03-22;1.8;9.2;-3.8;38;0.0;902.1;93.087
2007-03-23;2.8;9.1;-2.3;61;0.0;900.5;93.095
2007-03-24;3.3;8.8;0.0;81;0.6;898.2;93.265
2007-03-25;3.0;8.1;-1.4;72;0.0;901.6;93.385
2007-03-26;3.4;8.0;-0.3;88;0.8;905.3;93.516
2007-03-27;3.7;7.7;0.5;91;0.0;905.3;93.736
2007-03-28;4.0;7.0;3.0;93;6.2;903.3;93.925
2007-03-29;6.4;11.9;3.4;73;1.2;905.9;94.105
2007-03-30;5.4;13.7;1.8;82;0.0;904.0;94.197
2007-03-31;5.0;12.5;2.1;90;5.5;902.4;94.308
2007-04-01;5.7;7.6;3.5;97;0.5;906.2;94.489
2007-04-02;7.0;7.9;5.4;98;39.6;907.4;94.746
2007-04-03;5.4;7.7;3.0;95;34.4;901.6;97.706
2007-04-04;4.1;11.7;1.0;87;9.9;897.7;102.832
2007-04-05;5.4;7.1;2.8;83;3.3;904.6;105.62
2007-04-06;8.1;11.9;5.3;73;0.0;909.3;107.373
2007-04-07;7.8;12.9;4.0;74;0.0;910.9;108.638
2007-04-08;9.2;16.1;3.4;68;0.0;910.7;109.631
2007-04-09;8.7;13.2;4.7;70;1.9;911.2;110.493
2007-04-10;7.2;10.7;5.9;88;3.5;910.8;110.069
2007-04-11;7.9;11.4;6.2;86;2.3;910.0;107.849
2007-04-12;7.8;8.7;7.2;93;16.5;905.7;104.631
2007-04-13;8.6;9.8;7.2;97;13.4;905.3;102.289
2007-04-14;9.4;11.3;7.3;83;15.0;908.5;105.831
2007-04-15;12.1;15.6;8.8;62;1.8;911.0;112.424
2007-04-16;13.6;19.6;8.4;60;0.0;911.1;114.597
2007-04-17;14.0;20.2;9.3;63;0.0;910.9;113.508
2007-04-18;14.7;21.3;9.7;62;0.0;910.2;112.055
2007-04-19;14.1;19.6;9.9;67;0.0;908.3;110.129
2007-04-20;13.6;19.1;9.1;73;0.0;908.6;108.263
2007-04-21;14.2;19.9;9.6;62;0.0;910.3;108.377
2007-04-22;15.3;21.2;9.9;44;0.0;913.5;110.352
2007-04-23;15.8;21.1;10.4;45;0.0;915.1;110.205
2007-04-24;16.4;22.4;10.9;44;0.0;911.7;107.654
2007-04-25;15.3;22.2;9.0;43;0.0;907.0;104.887
2007-04-26;12.9;17.1;8.5;59;0.0;907.9;101.927
2007-04-27;11.7;15.9;8.2;77;0.4;910.8;98.846
2007-04-28;10.4;14.7;6.8;87;0.4;911.4;97.612
2007-04-29;10.2;15.3;7.1;86;0.0;907.8;98.301
2007-04-30;12.2;18.8;6.6;70;0.9;902.7;98.407
2007-05-01;7.2;10.2;3.3;91;27.2;899.8;99.529
2007-05-02;7.3;12.9;2.4;77;0.0;901.2;100.633
2007-05-03;6.9;12.4;3.2;84;1.0;899.7;97.459
2007-05-04;8.3;13.4;3.4;84;0.4;899.7;93.635
2007-05-05;10.0;16.3;6.0;68;5.1;903.9;94.082
2007-05-06;12.8;19.8;5.4;51;0.0;909.0;95.641
2007-05-07;14.2;20.9;7.9;44;0.0;913.3;95.499
2007-05-08;15.5;24.0;6.9;68;0.0;916.0;92.555
2007-05-09;16.7;23.5;10.8;68;0.0;916.0;89.44200000000002
2007-05-10;19.1;26.0;9.8;48;0.0;911.9;86.425
2007-05-11;18.8;23.7;12.7;46;0.0;908.8;83.531
2007-05-12;16.0;20.8;11.1;63;0.0;908.7;82.46799999999998
2007-05-13;19.5;25.1;10.3;40;0.0;904.8;83.73299999999998
2007-05-14;11.6;18.2;5.4;77;7.8;906.5;83.162
2007-05-15;10.4;18.2;4.9;79;0.0;912.6;80.27
2007-05-16;10.4;15.1;6.0;87;0.0;911.4;77.471
2007-05-17;12.9;19.1;6.9;76;0.0;910.1;74.557
2007-05-18;18.1;26.2;11.5;69;0.0;908.3;71.55
2007-05-19;16.0;22.5;11.7;80;0.2;907.3;70.293
2007-05-20;15.7;21.5;10.3;59;0.0;906.0;71.227
2007-05-21;14.6;20.3;10.5;57;5.4;907.9;70.37100000000002
2007-05-22;17.4;22.9;12.1;53;0.0;909.8;67.32600000000001
2007-05-23;18.7;24.2;13.9;57;0.0;909.3;64.339
2007-05-24;18.2;24.9;12.8;55;0.0;907.2;61.395
2007-05-25;16.8;22.6;11.3;60;0.0;901.8;59.99100000000001
2007-05-26;12.8;20.1;8.6;86;22.1;899.5;60.577
2007-05-27;13.0;19.0;8.6;76;5.9;898.5;61.44
2007-05-28;10.4;19.2;2.8;54;0.0;899.4;62.275
2007-05-29;10.2;17.8;2.6;57;0.0;905.1;63.03100000000001
2007-05-30;15.7;23.4;5.1;63;0.0;906.2;63.697
2007-05-31;15.2;21.2;9.5;72;0.1;905.0;64.259
2007-06-01;12.0;21.5;5.5;75;1.2;909.8;64.742
2007-06-02;13.0;22.0;4.9;67;0.0;911.0;65.28699999999999
2007-06-03;14.7;21.7;9.9;66;0.0;910.5;65.796
2007-06-04;13.9;22.0;9.6;80;6.7;910.5;66.35600000000001
2007-06-05;13.9;23.0;9.1;77;1.1;907.9;67.42399999999999
2007-06-06;14.6;23.2;9.2;78;0.2;905.8;68.187
2007-06-07;15.7;22.0;9.3;78;0.0;907.1;69.061
2007-06-08;18.2;24.5;11.1;70;0.0;910.5;70.017
2007-06-09;19.8;28.4;13.7;63;0.0;910.2;70.78699999999998
2007-06-10;19.2;26.0;13.8;58;0.0;908.7;71.516
2007-06-11;18.3;25.1;13.0;70;0.0;909.1;72.39
2007-06-12;18.8;25.9;11.9;59;0.0;907.3;73.139
2007-06-13;20.2;27.2;13.0;50;0.0;903.6;73.8
2007-06-14;19.0;25.8;13.4;60;0.0;902.4;74.521
2007-06-15;17.4;23.5;11.0;62;2.0;904.2;75.203
2007-06-16;16.4;21.5;11.0;70;0.0;905.9;75.815
2007-06-17;19.6;25.2;14.6;62;0.0;904.5;76.41199999999998
2007-06-18;18.5;25.5;13.7;66;0.9;907.0;76.936
2007-06-19;21.1;27.1;13.9;58;0.0;905.5;77.484
2007-06-20;21.2;28.4;15.0;56;0.0;907.4;77.991
2007-06-21;19.1;25.5;12.8;60;0.0;908.5;78.442
2007-06-22;17.6;24.8;11.3;62;0.0;909.6;78.854
2007-06-23;16.6;25.8;8.5;70;0.0;911.0;79.242
2007-06-24;20.2;28.4;11.1;57;0.0;908.0;79.62
2007-06-25;20.0;28.6;12.9;54;0.0;905.7;79.979
2007-06-26;15.5;22.5;10.2;65;0.0;907.4;80.27
2007-06-27;13.9;22.6;8.6;79;0.0;907.9;80.59100000000002
2007-06-28;16.7;25.1;8.7;76;0.0;909.9;80.91
2007-06-29;18.6;28.2;12.6;79;0.1;911.5;81.203
2007-06-30;21.6;28.8;11.8;53;0.0;910.9;81.53
2007-07-01;20.8;27.9;13.2;38;0.4;907.5;81.83
2007-07-02;17.8;26.7;10.7;67;4.3;908.0;82.09700000000002
2007-07-03;18.8;27.6;10.0;66;0.0;907.8;82.39200000000002
2007-07-04;16.3;23.7;10.8;76;0.0;909.6;82.572
2007-07-05;16.1;25.1;8.7;69;0.0;914.0;82.848
2007-07-06;19.7;29.4;9.7;64;0.0;913.0;83.145
2007-07-07;22.3;31.4;12.3;45;0.0;911.6;83.391
2007-07-08;22.9;31.2;15.7;43;0.0;910.6;83.557
2007-07-09;15.5;20.5;9.9;75;0.0;910.5;83.75399999999998
2007-07-10;14.8;24.0;6.6;67;0.0;911.5;83.855
2007-07-11;14.0;21.0;8.7;83;7.3;912.4;84.0
2007-07-12;16.6;23.9;10.5;79;0.0;913.6;84.411
2007-07-13;19.8;28.6;11.6;66;0.0;912.0;84.685
2007-07-14;18.6;24.6;12.2;73;0.0;913.3;84.947
2007-07-15;19.4;27.3;11.3;46;0.0;912.2;85.113
2007-07-16;20.9;28.9;12.2;56;0.0;909.7;85.319
2007-07-17;21.8;28.8;16.3;70;0.0;910.8;85.436
2007-07-18;22.5;28.6;17.1;64;0.0;910.8;85.478
2007-07-19;21.8;28.4;14.6;62;0.0;908.7;85.60700000000001
2007-07-20;18.4;24.4;13.5;81;0.0;909.5;85.741
2007-07-21;16.8;22.5;12.3;78;0.1;909.5;85.904
2007-07-22;18.4;26.2;12.7;73;0.0;908.2;86.089
2007-07-23;22.2;29.4;12.8;54;0.0;901.7;86.348
2007-07-24;18.9;27.4;12.8;66;0.0;907.8;86.619
2007-07-25;19.8;29.3;12.9;68;0.0;910.5;86.81700000000002
2007-07-26;22.6;31.7;13.1;60;0.0;910.3;87.0
2007-07-27;23.1;30.2;16.9;52;0.0;912.1;87.161
2007-07-28;22.4;30.5;16.7;58;0.0;913.7;87.28399999999998
2007-07-29;19.5;27.5;14.4;77;17.4;912.9;87.35
2007-07-30;19.4;24.4;14.5;76;0.9;909.9;87.49
2007-07-31;19.6;28.1;14.1;77;0.0;908.5;87.57600000000002
2007-08-01;22.1;30.6;14.2;62;0.0;908.0;87.639
2007-08-02;19.3;24.9;15.6;73;0.0;909.9;87.554
2007-08-03;19.5;24.9;15.5;74;0.0;913.2;87.249
2007-08-04;20.2;27.1;13.0;66;0.0;913.6;87.09299999999998
2007-08-05;22.9;30.1;14.9;62;0.0;909.5;86.63
2007-08-06;19.0;27.8;13.9;82;35.4;907.2;86.665
2007-08-07;16.6;19.6;13.8;90;0.2;907.4;86.905
2007-08-08;14.0;19.8;11.4;87;1.8;908.4;87.69
2007-08-09;14.2;20.7;9.9;80;0.0;909.3;88.67200000000003
2007-08-10;16.3;22.2;10.5;76;0.0;907.3;89.302
2007-08-11;18.6;27.4;11.2;70;0.0;905.8;89.67399999999998
2007-08-12;17.7;24.4;12.7;84;15.0;906.0;90.006
2007-08-13;18.0;24.5;12.4;72;0.0;907.6;90.568
2007-08-14;21.8;29.2;12.7;53;0.0;908.5;90.996
2007-08-15;23.4;30.9;16.8;40;0.0;906.5;91.365
2007-08-16;16.7;20.4;11.8;79;0.4;909.4;91.598
2007-08-17;16.5;24.1;11.4;75;0.0;912.9;91.871
2007-08-18;18.7;25.8;12.9;75;0.0;909.9;92.177
2007-08-19;14.4;16.7;12.5;92;16.2;908.1;92.474
2007-08-20;13.9;18.5;9.2;79;0.0;904.8;93.082
2007-08-21;13.2;17.2;9.6;80;6.8;901.2;93.551
2007-08-22;11.6;17.6;9.1;89;21.6;906.3;93.744
2007-08-23;14.2;18.2;9.7;85;0.1;908.9;94.67
2007-08-24;14.6;18.6;11.2;86;0.2;914.1;95.037
2007-08-25;19.2;24.1;14.2;57;0.0;917.3;95.607
2007-08-26;23.5;29.2;17.1;50;0.0;917.4;96.191
2007-08-27;26.3;33.4;18.7;36;0.1;913.1;96.378
2007-08-28;26.7;34.1;19.3;31;0.0;908.7;96.606
2007-08-29;23.9;30.8;16.4;45;0.0;904.5;96.685
2007-08-30;16.8;25.1;12.3;78;38.7;907.7;96.915
2007-08-31;15.6;23.4;8.7;76;0.0;911.5;97.428
2007-09-01;16.1;22.1;10.2;71;0.0;912.7;97.801
2007-09-02;17.2;22.6;11.0;79;0.0;911.8;98.077
2007-09-03;17.3;22.9;12.8;81;27.5;910.9;98.295
2007-09-04;15.9;20.2;13.2;88;0.6;910.3;98.598
2007-09-05;14.8;20.3;8.7;66;0.0;913.5;98.86
2007-09-06;15.9;24.4;8.6;66;0.0;913.2;99.126
2007-09-07;15.7;21.3;10.4;72;0.0;912.6;99.352
2007-09-08;16.4;24.1;11.0;82;0.0;911.8;99.533
2007-09-09;17.5;23.4;11.9;79;0.0;910.3;99.716
2007-09-10;15.9;22.5;11.3;80;0.0;911.0;99.622
2007-09-11;17.1;23.0;12.3;85;0.0;910.3;99.634
2007-09-12;16.1;22.2;12.3;77;0.0;911.9;99.572
2007-09-13;16.4;21.4;12.4;78;0.0;912.3;96.72
2007-09-14;15.2;16.6;14.4;87;1.5;913.0;98.714
2007-09-15;17.5;23.5;13.3;72;0.0;914.6;98.145
2007-09-16;17.9;25.9;12.1;68;0.0;912.9;98.335
2007-09-17;17.9;26.4;12.7;75;0.0;908.9;97.448
2007-09-18;15.7;23.9;12.2;73;1.7;910.4;95.156
2007-09-19;14.1;22.2;8.4;73;0.0;913.8;92.935
2007-09-20;13.9;21.8;9.4;86;0.0;915.4;90.736
2007-09-21;16.0;22.7;12.3;85;0.0;915.3;88.647
2007-09-22;14.8;19.9;11.9;89;5.5;915.0;87.89299999999999
2007-09-23;15.1;20.5;12.4;84;0.0;914.7;88.162
2007-09-24;15.7;20.5;11.4;83;6.0;912.5;87.75
2007-09-25;12.8;15.3;9.6;85;0.0;910.0;86.949
2007-09-26;11.3;18.2;6.6;75;0.1;905.8;86.006
2007-09-27;8.7;15.7;3.8;59;0.0;901.8;85.03399999999998
2007-09-28;9.2;17.7;0.9;52;0.0;905.9;84.037
2007-09-29;14.5;22.6;8.8;80;0.0;909.3;83.01299999999998
2007-09-30;16.7;24.0;11.7;75;0.0;913.0;82.63600000000002
2007-10-01;16.8;24.1;11.3;77;0.0;914.8;81.815
2007-10-02;15.8;21.8;10.4;86;0.0;912.4;80.163
2007-10-03;15.0;18.9;12.4;87;0.0;911.1;78.762
2007-10-04;15.1;20.9;12.3;86;9.1;911.2;76.692
2007-10-05;14.8;21.7;10.4;85;10.7;909.5;74.972
2007-10-06;14.1;20.8;10.0;83;0.0;909.9;74.192
2007-10-07;15.3;21.9;10.1;80;8.7;911.6;74.56
2007-10-08;12.9;17.4;9.7;89;29.9;914.3;74.808
2007-10-09;12.4;18.8;8.7;88;0.8;915.3;72.374
2007-10-10;10.9;18.1;7.1;86;16.8;911.5;70.562
2007-10-11;10.6;15.0;7.0;77;0.0;912.1;69.094
2007-10-12;10.7;16.7;6.4;71;0.1;912.0;68.869
2007-10-13;10.9;17.5;6.2;83;0.0;911.3;69.54899999999999
2007-10-14;11.6;19.3;6.1;82;0.0;912.7;69.965
2007-10-15;11.0;17.3;5.6;85;0.0;912.9;69.439
2007-10-16;11.4;16.2;7.4;90;0.0;913.5;67.486
2007-10-17;12.1;14.8;11.0;92;0.7;913.6;65.426
2007-10-18;13.3;19.8;9.4;73;0.0;914.5;63.448
2007-10-19;10.3;14.8;6.3;73;0.0;914.5;61.324
2007-10-20;8.0;15.1;2.7;77;0.0;912.5;60.115
2007-10-21;6.3;13.5;0.4;73;0.0;912.1;60.313
2007-10-22;6.9;13.3;3.2;78;0.0;907.1;59.32100000000001
2007-10-23;10.1;16.5;6.5;80;0.0;904.4;56.649
2007-10-24;7.8;11.4;4.9;90;0.0;903.2;53.871
2007-10-25;6.7;7.9;3.7;86;0.0;904.3;51.155
2007-10-26;7.1;14.6;2.7;85;0.0;907.0;48.603
2007-10-27;8.6;14.6;5.3;83;0.1;915.4;47.14100000000001
2007-10-28;10.6;19.1;4.6;64;0.0;914.5;47.228
2007-10-29;9.7;16.0;5.4;72;0.0;909.0;46.782
2007-10-30;7.3;15.2;3.0;70;0.0;905.5;45.164
2007-10-31;7.7;11.8;4.0;57;0.1;908.8;44.452
2007-11-01;9.6;17.7;5.1;62;0.0;914.7;44.654
2007-11-02;8.6;16.2;3.5;70;0.0;916.8;44.867
2007-11-03;9.5;17.2;5.3;70;0.0;914.3;45.106
2007-11-04;9.1;17.0;4.2;81;0.0;911.2;45.297
2007-11-05;6.8;11.6;3.9;91;0.0;914.6;45.515
2007-11-06;7.8;16.4;4.3;83;0.0;916.5;45.653
2007-11-07;7.3;16.3;2.5;66;0.0;916.9;45.775
2007-11-08;9.5;17.4;4.1;55;0.0;912.3;45.715
2007-11-09;6.7;14.0;2.6;79;0.0;913.8;45.914
2007-11-10;5.9;14.2;1.5;77;0.0;915.4;46.114
2007-11-11;6.0;14.5;0.9;75;0.0;912.2;46.278
2007-11-12;5.2;12.0;0.6;82;0.0;910.0;45.50100000000001
2007-11-13;6.2;12.6;2.4;82;0.0;908.1;44.453
2007-11-14;3.6;10.8;-0.7;80;0.0;900.8;44.612
2007-11-15;2.1;9.2;-4.2;37;0.0;901.1;44.793
2007-11-16;-0.2;7.1;-5.1;30;0.0;905.8;44.81399999999999
2007-11-17;1.1;9.6;-3.7;36;0.0;907.5;44.422
2007-11-18;2.9;10.3;-4.0;29;0.0;901.9;44.481
2007-11-19;8.2;15.1;3.2;26;0.0;900.6;44.483
2007-11-20;11.0;13.6;6.6;76;1.8;901.5;44.349
2007-11-21;11.8;15.7;8.5;79;0.7;900.5;44.515
2007-11-22;8.9;13.3;6.1;81;0.0;898.5;44.51
2007-11-23;6.9;12.3;4.4;82;0.0;902.7;44.62300000000001
2007-11-24;4.8;10.5;0.8;81;0.0;907.3;44.854
2007-11-25;4.7;12.3;-0.5;65;0.0;909.7;45.077
2007-11-26;8.4;14.8;2.9;44;0.0;908.6;44.93899999999999
2007-11-27;6.2;12.5;2.6;48;0.0;908.5;43.95
2007-11-28;5.3;11.5;2.0;58;0.0;907.2;43.272
2007-11-29;4.3;11.5;0.6;75;0.0;905.2;42.077
2007-11-30;5.0;13.4;0.1;67;0.0;907.4;40.329
2007-12-01;6.3;10.7;2.1;70;0.0;908.4;39.65
2007-12-02;6.5;12.5;2.4;77;0.0;911.2;39.489
2007-12-03;6.1;12.2;2.4;73;0.0;906.3;39.508
2007-12-04;7.9;16.8;2.2;71;0.0;912.3;38.876
2007-12-05;7.5;15.7;2.6;77;0.0;914.8;38.154
2007-12-06;7.2;12.7;4.3;77;0.0;915.6;37.665
2007-12-07;5.4;9.5;2.1;84;0.0;909.4;37.871
2007-12-08;5.0;9.1;2.1;81;0.0;907.0;38.081
2007-12-09;8.3;13.3;3.6;62;0.0;900.8;38.254
2007-12-10;4.2;11.0;0.8;62;0.0;904.6;38.264
2007-12-11;3.3;10.7;-0.7;41;0.0;910.4;38.112
2007-12-12;1.5;10.0;-2.1;37;0.0;914.7;36.664
2007-12-13;0.1;8.2;-3.9;58;0.0;916.6;34.358000000000004
2007-12-14;2.5;10.9;-2.1;42;0.0;913.9;32.289
2007-12-15;-0.2;5.8;-3.5;71;2.4;909.0;31.908
2007-12-16;-1.3;5.1;-5.0;75;0.1;912.1;32.104
2007-12-17;-1.7;2.6;-4.7;84;0.0;910.3;32.213
2007-12-18;1.1;3.2;-0.3;92;0.0;914.7;32.234
2007-12-19;1.4;6.0;-1.6;88;0.0;919.5;32.431
2007-12-20;2.8;4.2;1.5;94;2.1;917.5;32.6
2007-12-21;4.0;4.8;3.4;97;3.2;912.8;32.811
2007-12-22;5.0;5.5;4.3;97;7.6;911.5;33.018
2007-12-23;4.4;7.7;1.9;92;0.5;913.4;33.191
2007-12-24;4.2;10.8;0.8;78;0.1;914.3;33.392
2007-12-25;4.9;13.0;0.9;64;0.1;912.1;33.552
2007-12-26;4.6;10.2;0.3;61;0.0;915.3;33.744
2007-12-27;3.8;10.5;0.5;57;0.0;919.1;33.944
2007-12-28;3.1;11.4;-0.3;59;0.0;918.6;34.111
2007-12-29;3.5;11.0;-0.4;43;0.0;916.8;34.247
2007-12-30;4.3;10.4;1.0;52;0.0;913.7;34.364000000000004
2007-12-31;3.7;10.2;-0.9;36;0.0;912.8;34.541
2008-01-01;1.5;9.0;-2.3;53;0.0;908.0;34.725
2008-01-02;1.6;7.9;-2.7;79;0.4;900.4;34.919000000000004
2008-01-03;3.9;8.3;-0.2;90;10.2;890.7;35.102
2008-01-04;4.8;9.9;-0.1;82;0.0;898.2;35.506
2008-01-05;5.6;9.9;3.4;82;0.0;907.3;35.95
2008-01-06;8.2;15.3;4.7;81;0.0;911.5;36.223
2008-01-07;8.1;14.5;5.3;87;0.0;914.9;36.46
2008-01-08;6.6;8.8;4.0;88;0.2;913.0;36.698
2008-01-09;6.5;10.0;4.5;88;0.0;911.7;36.912
2008-01-10;7.2;11.9;4.3;86;0.0;911.5;37.161
2008-01-11;7.0;10.0;1.7;79;1.2;903.1;37.361
2008-01-12;2.0;7.5;-2.0;76;0.2;905.2;37.608
2008-01-13;3.5;10.8;-0.7;61;0.0;905.6;37.88
2008-01-14;4.0;9.3;0.1;66;0.0;903.5;38.166
2008-01-15;3.5;7.0;-0.1;77;0.0;904.1;38.384
2008-01-16;5.3;7.7;1.6;72;0.5;898.8;38.6
2008-01-17;4.6;10.9;0.4;68;0.0;909.0;38.809
2008-01-18;8.0;15.3;3.8;73;0.0;916.3;38.999
2008-01-19;7.3;12.7;4.5;87;0.0;920.3;39.19
2008-01-20;6.8;13.4;3.0;77;0.0;918.7;39.383
2008-01-21;9.9;17.0;5.4;37;0.1;916.6;39.546
2008-01-22;8.8;17.5;4.6;45;0.0;914.6;39.734
2008-01-23;7.3;14.3;2.8;55;0.0;917.4;39.928
2008-01-24;5.2;13.3;1.2;71;0.0;919.3;40.12300000000001
2008-01-25;7.1;13.9;3.2;74;0.0;922.4;40.299
2008-01-26;6.4;12.0;2.5;45;0.0;923.4;40.485
2008-01-27;8.0;16.5;2.7;44;0.0;922.8;40.646
2008-01-28;10.9;17.7;6.2;24;0.0;918.7;40.831
2008-01-29;8.2;15.5;2.3;38;0.0;915.6;41.003
2008-01-30;4.5;11.9;0.0;70;7.6;915.6;41.135
2008-01-31;3.0;11.4;-1.8;80;0.0;913.7;41.326
2008-02-01;2.9;10.2;-1.5;73;0.0;906.3;41.468
2008-02-02;3.1;5.9;0.4;81;0.0;906.2;41.631
2008-02-03;4.1;7.1;1.2;77;1.4;905.2;41.8
2008-02-04;4.7;10.4;0.2;79;5.7;904.3;42.036
2008-02-05;4.7;13.0;-1.0;64;0.1;913.7;42.481
2008-02-06;8.4;15.7;2.6;55;0.0;919.8;42.598
2008-02-07;9.0;14.8;5.3;57;0.0;921.3;41.775
2008-02-08;6.6;11.9;1.6;42;0.0;920.1;40.856
2008-02-09;4.3;10.6;0.0;50;0.0;919.1;40.351
2008-02-10;3.7;10.4;0.0;67;0.0;918.0;40.572
2008-02-11;2.6;6.4;0.0;86;0.0;916.6;40.508
2008-02-12;2.0;6.6;-0.9;81;0.0;917.2;39.856
2008-02-13;2.0;7.3;-1.6;85;0.0;918.8;38.99
2008-02-14;2.6;4.9;0.1;94;1.0;917.9;37.971
2008-02-15;3.8;9.3;0.2;79;0.0;914.8;36.942
2008-02-16;3.8;8.8;0.4;84;0.0;919.1;36.008
2008-02-17;3.1;7.1;-0.7;90;0.0;923.4;36.219
2008-02-18;3.3;4.9;0.0;93;0.6;917.9;36.098
2008-02-19;4.6;5.6;3.3;96;0.2;912.5;34.898
