Dia;TM;TX;TN;HRM;PPT;PM;Volum;Entrada;Sortida
2007-01-01;7.3;11.1;3.7;76;0.0;922.1;90.336;0.0;0.0
2007-01-02;4.6;8.6;1.2;88;0.0;922.4;90.336;0.0;0.0
2007-01-03;3.5;10.3;-0.7;80;0.0;922.3;90.336;0.0;0.0
2007-01-04;7.2;12.3;3.7;48;0.0;916.4;88.73899999999998;0.0;0.0
2007-01-05;5.7;11.3;1.4;69;0.1;916.8;91.104;7.7614;0.0
2007-01-06;6.0;12.8;1.8;76;0.0;918.0;91.291;2.2902;0.0
2007-01-07;6.9;14.1;4.0;74;0.0;915.8;91.43;1.8349;0.0
2007-01-08;5.9;13.0;2.3;74;0.0;912.6;91.588;1.3777;0.0
2007-01-09;9.6;15.8;4.5;59;0.1;914.8;91.709;2.2994;0.0
2007-01-10;9.8;15.7;5.8;58;0.0;916.1;91.97200000000001;2.3036;0.0
2007-01-11;6.4;12.5;2.9;83;0.0;921.7;92.15899999999999;1.846;0.0
2007-01-12;9.2;16.5;4.7;57;0.0;922.0;92.32700000000001;1.8489;0.0
2007-01-13;12.1;19.8;8.1;41;0.0;918.6;92.492;2.3157;0.0
2007-01-14;8.5;14.9;4.6;70;0.0;919.5;92.648;1.3919;0.0
2007-01-15;5.9;9.6;3.7;88;0.0;917.0;92.78200000000001;1.8589;0.0
2007-01-16;5.5;10.0;3.5;89;0.0;914.5;92.969;2.3289;0.0
2007-01-17;6.1;13.0;2.1;81;0.0;917.0;93.13;1.8674;0.0
2007-01-18;7.0;13.2;3.1;73;0.0;918.3;93.285;1.4032;0.0
2007-01-19;10.6;18.4;5.6;69;0.0;920.2;93.45299999999999;1.8745;0.0
2007-01-20;11.8;20.6;6.6;66;0.0;916.5;93.611;1.8787;0.0
2007-01-21;7.4;13.1;4.1;86;0.0;912.8;93.70700000000001;1.883;0.0
2007-01-22;6.5;9.2;3.3;84;5.6;900.3;93.12200000000001;2.1061;6.8055
2007-01-23;1.2;5.2;-2.2;81;0.0;892.8;92.007;2.2177;15.2454
2007-01-24;-1.3;4.0;-4.8;42;0.0;896.8;91.03;2.1364;12.722
2007-01-25;-2.4;-0.2;-5.6;78;0.0;898.0;89.99799999999998;2.0691;14.3963
2007-01-26;-0.7;7.9;-4.8;59;0.0;906.2;89.428;2.1377;10.7586
2007-01-27;0.4;7.7;-4.9;53;0.0;913.9;89.551;1.3584;0.0
2007-01-28;3.4;10.1;-2.3;41;0.0;918.0;89.671;1.3594;0.0
2007-01-29;6.6;15.5;0.7;29;0.0;911.4;89.68700000000004;1.3605;0.0
2007-01-30;4.3;11.6;1.3;56;0.0;910.2;89.17299999999999;2.1597;8.9517
2007-01-31;3.9;6.3;2.0;85;4.8;911.8;88.94;1.4307;0.5266
2007-02-01;2.2;5.6;-1.2;97;0.0;913.7;88.794;2.7847;7.7514
2007-02-02;3.3;11.6;-0.9;91;0.0;916.5;88.961;1.3531;0.0
2007-02-03;3.9;10.6;0.5;84;0.0;914.1;89.115;1.8058;0.0
2007-02-04;4.5;9.4;1.4;80;0.0;913.7;89.281;1.8077;0.0
2007-02-05;5.1;8.0;2.6;81;10.6;910.3;89.04;2.2622;0.0
2007-02-06;3.7;8.4;0.9;90;0.2;900.2;88.738;1.4298;3.6921
2007-02-07;4.2;9.8;0.9;78;0.0;896.9;87.756;1.8664;10.8859
2007-02-08;6.1;9.7;3.6;80;13.0;897.1;86.41799999999998;1.2765;14.2632
2007-02-09;5.6;12.1;2.1;81;0.0;898.6;85.625;3.0455;22.5321
2007-02-10;6.6;13.3;1.9;64;0.0;903.3;85.865;2.6418;0.0
2007-02-11;9.6;16.6;2.6;64;0.0;907.0;86.073;2.2052;0.0
2007-02-12;9.9;13.4;3.1;68;1.7;902.5;86.23299999999998;2.6508;0.0
2007-02-13;6.0;12.9;0.2;53;0.1;908.5;86.37;0.8846;0.0
2007-02-14;10.3;14.7;5.1;65;0.0;904.1;86.604;2.6573;0.0
2007-02-15;10.2;19.6;2.9;23;0.0;911.4;86.781;2.2182;0.0
2007-02-16;12.2;19.2;7.2;14;0.0;908.5;86.915;1.3325;0.0
2007-02-17;6.3;8.2;4.9;88;14.5;903.5;87.10799999999998;2.2235;0.0
2007-02-18;4.1;6.1;1.2;90;0.7;902.8;87.374;3.1187;0.0
2007-02-19;5.7;12.9;1.6;79;0.0;904.5;87.647;2.6784;0.0
2007-02-20;6.1;13.5;1.4;78;0.0;902.0;87.945;3.5788;0.0
2007-02-21;5.6;10.1;2.3;89;0.5;906.0;88.155;2.2411;0.0
2007-02-22;5.5;11.1;2.5;84;0.0;904.4;88.337;2.6938;0.0
2007-02-23;7.1;14.1;1.7;75;0.0;904.4;88.523;1.3487;0.0
2007-02-24;8.1;14.3;3.1;74;0.0;906.4;88.727;2.7007;0.0
2007-02-25;6.1;9.8;2.1;78;7.6;905.4;88.87;1.8029;0.0
2007-02-26;5.5;13.4;0.1;67;0.1;909.2;89.116;2.2564;0.0
2007-02-27;7.2;13.7;-0.1;72;0.0;912.6;89.325;2.7116;0.0
2007-02-28;10.0;16.2;6.3;77;0.0;908.8;89.559;2.7157;0.0
2007-03-01;8.7;14.9;4.0;69;0.0;906.6;89.71700000000001;1.8128;0.0
2007-03-02;11.3;18.0;5.9;61;0.0;908.0;89.92399999999998;1.8147;0.0
2007-03-03;11.5;18.6;6.6;70;0.0;910.4;90.101;2.7255;0.0
2007-03-04;14.4;21.5;7.8;48;0.0;910.1;90.26299999999999;1.3644;0.0
2007-03-05;9.0;15.3;5.3;68;0.0;912.5;90.454;2.2764;0.0
2007-03-06;8.1;13.1;3.5;49;0.0;908.9;90.632;2.2795;0.0
2007-03-07;5.8;12.2;1.8;75;7.2;899.3;90.804;1.3738;0.0046
2007-03-08;7.5;16.2;1.6;52;0.0;906.2;91.132;3.6571;0.0
2007-03-09;7.7;16.5;2.0;41;0.0;916.3;91.305;2.2902;0.0
2007-03-10;6.9;13.0;2.2;31;0.0;916.8;91.48700000000001;1.8349;0.0
2007-03-11;7.1;14.4;2.1;39;0.0;916.5;91.679;1.8373;0.0
2007-03-12;5.8;13.2;-0.3;58;0.0;915.2;91.82700000000001;2.3002;0.0
2007-03-13;8.2;15.0;3.3;46;0.0;916.9;91.98200000000001;1.8432;0.0
2007-03-14;10.2;16.6;5.6;46;0.0;917.9;92.126;1.3843;0.0
2007-03-15;10.1;15.7;6.2;55;0.0;916.0;92.264;1.9986;0.1504
2007-03-16;9.8;15.2;5.9;61;0.0;914.3;92.427;1.8513;0.0
2007-03-17;9.5;16.1;4.6;53;0.0;915.2;92.59899999999999;1.8545;0.0
2007-03-18;8.4;17.5;1.2;65;0.0;909.1;92.721;1.3932;0.0
2007-03-19;5.0;11.8;-1.8;58;0.0;892.1;92.82700000000001;1.3952;0.0
2007-03-20;-0.5;5.3;-3.8;59;15.5;890.8;92.945;1.3974;0.0
2007-03-21;1.4;9.8;-3.6;34;0.0;895.0;93.12200000000001;1.3995;0.0
2007-03-22;1.8;9.2;-3.8;38;0.0;902.1;93.087;1.8695;0.0
2007-03-23;2.8;9.1;-2.3;61;0.0;900.5;93.095;1.7444;3.6138
2007-03-24;3.3;8.8;0.0;81;0.6;898.2;93.265;1.8695;0.0
2007-03-25;3.0;8.1;-1.4;72;0.0;901.6;93.385;1.8735;0.0
2007-03-26;3.4;8.0;-0.3;88;0.8;905.3;93.516;0.9383;0.0
2007-03-27;3.7;7.7;0.5;91;0.0;905.3;93.736;2.3504;0.0
2007-03-28;4.0;7.0;3.0;93;6.2;903.3;93.925;2.3571;0.0
2007-03-29;6.4;11.9;3.4;73;1.2;905.9;94.105;2.3639;0.0
2007-03-30;5.4;13.7;1.8;82;0.0;904.0;94.197;1.4216;0.0
2007-03-31;5.0;12.5;2.1;90;5.5;902.4;94.30799999999999;0.9491;0.0
2007-04-01;5.7;7.6;3.5;97;0.5;906.2;94.48899999999999;2.1578;0.2563
2007-04-02;7.0;7.9;5.4;98;39.6;907.4;94.74600000000001;3.3381;0.0
2007-04-03;5.4;7.7;3.0;95;34.4;901.6;97.706;16.054000000000002;1.1206
2007-04-04;4.1;11.7;1.0;87;9.9;897.7;102.83200000000001;87.18700000000003;17.98
2007-04-05;5.4;7.1;2.8;83;3.3;904.6;105.62;35.9288;0.0
2007-04-06;8.1;11.9;5.3;73;0.0;909.3;107.37299999999999;22.0357;0.0
2007-04-07;7.8;12.9;4.0;74;0.0;910.9;108.63799999999999;16.0143;0.0
2007-04-08;9.2;16.1;3.4;68;0.0;910.7;109.631;11.9546;0.0
2007-04-09;8.7;13.2;4.7;70;1.9;911.2;110.493;9.9263;0.0
2007-04-10;7.2;10.7;5.9;88;3.5;910.8;110.069;9.9751;0.0
2007-04-11;7.9;11.4;6.2;86;2.3;910.0;107.84899999999999;5.8172;27.2815
2007-04-12;7.8;8.7;7.2;93;16.5;905.7;104.631;5.7794;40.4086
2007-04-13;8.6;9.8;7.2;97;13.4;905.3;102.289;6.6583;43.3087
2007-04-14;9.4;11.3;7.3;83;15.0;908.5;105.831;46.2199;38.6327
2007-04-15;12.1;15.6;8.8;62;1.8;911.0;112.42399999999999;85.6831;0.0
2007-04-16;13.6;19.6;8.4;60;0.0;911.1;114.59700000000001;50.6591;0.0
2007-04-17;14.0;20.2;9.3;63;0.0;910.9;113.508;33.6096;44.9188
2007-04-18;14.7;21.3;9.7;62;0.0;910.2;112.055;28.2022;42.6503
2007-04-19;14.1;19.6;9.9;67;0.0;908.3;110.12899999999999;25.402;45.0321
2007-04-20;13.6;19.1;9.1;73;0.0;908.6;108.26299999999999;21.498;47.1975
2007-04-21;14.2;19.9;9.6;62;0.0;910.3;108.37700000000001;26.9749;45.6585
2007-04-22;15.3;21.2;9.9;44;0.0;913.5;110.352;23.3796;0.0
2007-04-23;15.8;21.1;10.4;45;0.0;915.1;110.205;21.0036;0.0
2007-04-24;16.4;22.4;10.9;44;0.0;911.7;107.654;17.3655;45.1487
2007-04-25;15.3;22.2;9.0;43;0.0;907.0;104.887;15.4776;47.5327
2007-04-26;12.9;17.1;8.5;59;0.0;907.9;101.927;12.7048;47.365
2007-04-27;11.7;15.9;8.2;77;0.4;910.8;98.846;14.5044;49.6378
2007-04-28;10.4;14.7;6.8;87;0.4;911.4;97.61200000000001;11.6788;48.2488
2007-04-29;10.2;15.3;7.1;86;0.0;907.8;98.301;13.772;0.0
2007-04-30;12.2;18.8;6.6;70;0.9;902.7;98.40700000000001;12.6913;16.635
2007-05-01;7.2;10.2;3.3;91;27.2;899.8;99.529;11.8502;0.0
2007-05-02;7.3;12.9;2.4;77;0.0;901.2;100.633;29.8806;0.0
2007-05-03;6.9;12.4;3.2;84;1.0;899.7;97.459;33.0827;48.0718
2007-05-04;8.3;13.4;3.4;84;0.4;899.7;93.635;23.005;41.8527
2007-05-05;10.0;16.3;6.0;68;5.1;903.9;94.08200000000001;20.4315;26.3543
2007-05-06;12.8;19.8;5.4;51;0.0;909.0;95.641;19.3202;0.0202
2007-05-07;14.2;20.9;7.9;44;0.0;913.3;95.499;14.9519;0.0
2007-05-08;15.5;24.0;6.9;68;0.0;916.0;92.555;12.5026;41.8197
2007-05-09;16.7;23.5;10.8;68;0.0;916.0;89.44200000000002;11.479;47.2099
2007-05-10;19.1;26.0;9.8;48;0.0;911.9;86.425;9.2623;45.2488
2007-05-11;18.8;23.7;12.7;46;0.0;908.8;83.531;7.115;40.0884
2007-05-12;16.0;20.8;11.1;63;0.0;908.7;82.46799999999998;11.9449;45.5853
2007-05-13;19.5;25.1;10.3;40;0.0;904.8;83.73299999999998;15.1592;0.0
2007-05-14;11.6;18.2;5.4;77;7.8;906.5;83.162;13.050999999999998;0.0
2007-05-15;10.4;18.2;4.9;79;0.0;912.6;80.27;14.3421;47.4232
2007-05-16;10.4;15.1;6.0;87;0.0;911.4;77.471;13.5518;45.4675
2007-05-17;12.9;19.1;6.9;76;0.0;910.1;74.557;11.411;45.6098
2007-05-18;18.1;26.2;11.5;69;0.0;908.3;71.55;10.0696;45.1279
2007-05-19;16.0;22.5;11.7;80;0.2;907.3;70.293;10.5228;44.31800000000001
2007-05-20;15.7;21.5;10.3;59;0.0;906.0;71.227;10.9023;0.0
2007-05-21;14.6;20.3;10.5;57;5.4;907.9;70.37100000000002;10.1731;0.0
2007-05-22;17.4;22.9;12.1;53;0.0;909.8;67.32600000000001;8.6326;44.5046
2007-05-23;18.7;24.2;13.9;57;0.0;909.3;64.339;8.9626;43.4698
2007-05-24;18.2;24.9;12.8;55;0.0;907.2;61.395;7.6569;42.3594
2007-05-25;16.8;22.6;11.3;60;0.0;901.8;59.99100000000001;6.9834;41.1191
2007-05-26;12.8;20.1;8.6;86;22.1;899.5;60.577;6.6055;0.0
2007-05-27;13.0;19.0;8.6;76;5.9;898.5;61.44;9.9746;0.0
2007-05-28;10.4;19.2;2.8;54;0.0;899.4;62.275;9.3074;0.0
2007-05-29;10.2;17.8;2.6;57;0.0;905.1;63.03100000000001;8.6244;0.0
2007-05-30;15.7;23.4;5.1;63;0.0;906.2;63.696999999999996;7.9264;0.0
2007-05-31;15.2;21.2;9.5;72;0.1;905.0;64.259;7.2146;0.0
2007-06-01;12.0;21.5;5.5;75;1.2;909.8;64.742;5.7378;0.0129
2007-06-02;13.0;22.0;4.9;67;0.0;911.0;65.28699999999999;5.751;0.0
2007-06-03;14.7;21.7;9.9;66;0.0;910.5;65.796;6.1636;0.0
2007-06-04;13.9;22.0;9.6;80;6.7;910.5;66.35600000000001;5.8063;0.0
2007-06-05;13.9;23.0;9.1;77;1.1;907.9;67.42399999999999;13.2638;0.0
2007-06-06;14.6;23.2;9.2;78;0.2;905.8;68.187;7.8701;0.0
2007-06-07;15.7;22.0;9.3;78;0.0;907.1;69.061;9.5105;0.0
2007-06-08;18.2;24.5;11.1;70;0.0;910.5;70.017;9.5818;0.0
2007-06-09;19.8;28.4;13.7;63;0.0;910.2;70.78699999999998;11.2672;0.0
2007-06-10;19.2;26.0;13.8;58;0.0;908.7;71.516;7.6994;0.0
2007-06-11;18.3;25.1;13.0;70;0.0;909.1;72.39;10.6067;0.0
2007-06-12;18.8;25.9;11.9;59;0.0;907.3;73.139;9.039;0.0
2007-06-13;20.2;27.2;13.0;50;0.0;903.6;73.8;7.4396;0.0
2007-06-14;19.0;25.8;13.4;60;0.0;902.4;74.521;8.3128;0.0
2007-06-15;17.4;23.5;11.0;62;2.0;904.2;75.203;8.3619;0.0
2007-06-16;16.4;21.5;11.0;70;0.0;905.9;75.815;7.1464;0.0
2007-06-17;19.6;25.2;14.6;62;0.0;904.5;76.41199999999998;6.7586;0.0
2007-06-18;18.5;25.5;13.7;66;0.9;907.0;76.936;6.3649;0.0
2007-06-19;21.1;27.1;13.9;58;0.0;905.5;77.484;5.9657;0.0
2007-06-20;21.2;28.4;15.0;56;0.0;907.4;77.991;5.9899;0.0
2007-06-21;19.1;25.5;12.8;60;0.0;908.5;78.442;5.5838;0.0
2007-06-22;17.6;24.8;11.3;62;0.0;909.6;78.854;4.7412;0.0
2007-06-23;16.6;25.8;8.5;70;0.0;911.0;79.242;4.7564;0.0
2007-06-24;20.2;28.4;11.1;57;0.0;908.0;79.62;3.9031;0.0
2007-06-25;20.0;28.6;12.9;54;0.0;905.7;79.979;4.7845;0.0
2007-06-26;15.5;22.5;10.2;65;0.0;907.4;80.27;3.4895;0.0
2007-06-27;13.9;22.6;8.6;79;0.0;907.9;80.59100000000002;3.4979;0.0
2007-06-28;16.7;25.1;8.7;76;0.0;909.9;80.91;3.9453;0.0
2007-06-29;18.6;28.2;12.6;79;0.1;911.5;81.203;3.3249;0.2489
2007-06-30;21.6;28.8;11.8;53;0.0;910.9;81.53;3.9646;0.0
2007-07-01;20.8;27.9;13.2;38;0.4;907.5;81.83;3.9755;0.0
2007-07-02;17.8;26.7;10.7;67;4.3;908.0;82.09700000000002;2.6565;0.0
2007-07-03;18.8;27.6;10.0;66;0.0;907.8;82.39200000000002;3.9938;0.0
2007-07-04;16.3;23.7;10.8;76;0.0;909.6;82.572;2.5866;0.3631
2007-07-05;16.1;25.1;8.7;69;0.0;914.0;82.848;1.7813;0.0
2007-07-06;19.7;29.4;9.7;64;0.0;913.0;83.145;3.569;0.0
2007-07-07;22.3;31.4;12.3;45;0.0;911.6;83.391;3.5777;0.0
2007-07-08;22.9;31.2;15.7;43;0.0;910.6;83.557;1.7921;0.0
2007-07-09;15.5;20.5;9.9;75;0.0;910.5;83.75399999999998;2.2432;0.0
2007-07-10;14.8;24.0;6.6;67;0.0;911.5;83.855;2.6962;0.0
2007-07-11;14.0;21.0;8.7;83;7.3;912.4;84.0;1.6707;1.6707
2007-07-12;16.6;23.9;10.5;79;0.0;913.6;84.411;5.4059;0.0
2007-07-13;19.8;28.6;11.6;66;0.0;912.0;84.685;2.2576;0.0
2007-07-14;18.6;24.6;12.2;73;0.0;913.3;84.947;3.6182;0.0
2007-07-15;19.4;27.3;11.3;46;0.0;912.2;85.113;1.8119;0.0
2007-07-16;20.9;28.9;12.2;56;0.0;909.7;85.319;1.8137;0.0
2007-07-17;21.8;28.8;16.3;70;0.0;910.8;85.436;3.1785;0.0
2007-07-18;22.5;28.6;17.1;64;0.0;910.8;85.478;2.3431;1.8885
2007-07-19;21.8;28.4;14.6;62;0.0;908.7;85.60700000000001;1.3644;0.0
2007-07-20;18.4;24.4;13.5;81;0.0;909.5;85.741;0.455;0.0
2007-07-21;16.8;22.5;12.3;78;0.1;909.5;85.904;1.8213;0.0
2007-07-22;18.4;26.2;12.7;73;0.0;908.2;86.089;3.1922;0.0
2007-07-23;22.2;29.4;12.8;54;0.0;901.7;86.348;2.2840000000000003;0.0
2007-07-24;18.9;27.4;12.8;66;0.0;907.8;86.619;3.2033;0.0
2007-07-25;19.8;29.3;12.9;68;0.0;910.5;86.81700000000002;2.2924;0.0
2007-07-26;22.6;31.7;13.1;60;0.0;910.3;87.0;1.8366;0.0
2007-07-27;23.1;30.2;16.9;52;0.0;912.1;87.161;1.8392;0.0
2007-07-28;22.4;30.5;16.7;58;0.0;913.7;87.28399999999998;1.8675;0.0257
2007-07-29;19.5;27.5;14.4;77;17.4;912.9;87.35;1.3831;0.0
2007-07-30;19.4;24.4;14.5;76;0.9;909.9;87.49;0.4614;0.0
2007-07-31;19.6;28.1;14.1;77;0.0;908.5;87.57600000000002;3.235;0.0
2007-08-01;22.1;30.6;14.2;62;0.0;908.0;87.639;0.5926;1.9802
2007-08-02;19.3;24.9;15.6;73;0.0;909.9;87.554;1.8505;0.0
2007-08-03;19.5;24.9;15.5;74;0.0;913.2;87.249;2.5892;4.9019
2007-08-04;20.2;27.1;13.0;66;0.0;913.6;87.09299999999998;1.3101;5.0007
2007-08-05;22.9;30.1;14.9;62;0.0;909.5;86.63;0.2356;7.5849
2007-08-06;19.0;27.8;13.9;82;35.4;907.2;86.665;1.8336;0.0
2007-08-07;16.6;19.6;13.8;90;0.2;907.4;86.905;1.8394;1.3806
2007-08-08;14.0;19.8;11.4;87;1.8;908.4;87.69;6.9008;0.0
2007-08-09;14.2;20.7;9.9;80;0.0;909.3;88.67200000000004;13.4641;0.0
2007-08-10;16.3;22.2;10.5;76;0.0;907.3;89.302;7.5151;0.0
2007-08-11;18.6;27.4;11.2;70;0.0;905.8;89.67399999999998;5.2065;0.0
2007-08-12;17.7;24.4;12.7;84;15.0;906.0;90.006;3.8074;0.0
2007-08-13;18.0;24.5;12.4;72;0.0;907.6;90.568;5.7432;0.0
2007-08-14;21.8;29.2;12.7;53;0.0;908.5;90.99600000000001;6.2633;0.0
2007-08-15;23.4;30.9;16.8;40;0.0;906.5;91.365;5.2956;1.9068
2007-08-16;16.7;20.4;11.8;79;0.4;909.4;91.598;3.8855;0.0
2007-08-17;16.5;24.1;11.4;75;0.0;912.9;91.87100000000001;1.9473;0.0
2007-08-18;18.7;25.8;12.9;75;0.0;909.9;92.177;3.9028;0.0
2007-08-19;14.4;16.7;12.5;92;16.2;908.1;92.47399999999999;2.4443;0.0
2007-08-20;13.9;18.5;9.2;79;0.0;904.8;93.08200000000001;6.3716;0.0
2007-08-21;13.2;17.2;9.6;80;6.8;901.2;93.551;8.8558;0.0
2007-08-22;11.6;17.6;9.1;89;21.6;906.3;93.744;4.3619;2.3892
2007-08-23;14.2;18.2;9.7;85;0.1;908.9;94.67;8.8965;0.0
2007-08-24;14.6;18.6;11.2;86;0.2;914.1;95.037;3.964;0.0
2007-08-25;19.2;24.1;14.2;57;0.0;917.3;95.60700000000001;5.4606;0.0
2007-08-26;23.5;29.2;17.1;50;0.0;917.4;96.191;7.4666;0.0
2007-08-27;26.3;33.4;18.7;36;0.1;913.1;96.37799999999999;3.4931;0.0
2007-08-28;26.7;34.1;19.3;31;0.0;908.7;96.60600000000001;3.9989;0.0
2007-08-29;23.9;30.8;16.4;45;0.0;904.5;96.685;1.852;2.8525
2007-08-30;16.8;25.1;12.3;78;38.7;907.7;96.915;2.5019;0.0
2007-08-31;15.6;23.4;8.7;76;0.0;911.5;97.428;5.0124;0.0
2007-09-01;16.1;22.1;10.2;71;0.0;912.7;97.801;4.018;0.0
2007-09-02;17.2;22.6;11.0;79;0.0;911.8;98.07700000000001;5.0327;0.0
2007-09-03;17.3;22.9;12.8;81;27.5;910.9;98.295;2.5206;0.0
2007-09-04;15.9;20.2;13.2;88;0.6;910.3;98.598;4.0388;0.0
2007-09-05;14.8;20.3;8.7;66;0.0;913.5;98.86;2.0104;0.494
2007-09-06;15.9;24.4;8.6;66;0.0;913.2;99.126;3.5422;0.0
2007-09-07;15.7;21.3;10.4;72;0.0;912.6;99.352;3.0406;0.0
2007-09-08;16.4;24.1;11.0;82;0.0;911.8;99.53299999999999;2.537;0.0
2007-09-09;17.5;23.4;11.9;79;0.0;910.3;99.71600000000001;1.5235;0.0
2007-09-10;15.9;22.5;11.3;80;0.0;911.0;99.62200000000001;1.0163;0.0
2007-09-11;17.1;23.0;12.3;85;0.0;910.3;99.634;3.0455;4.0617
2007-09-12;16.1;22.2;12.3;77;0.0;911.9;99.572;0.0;0.0
2007-09-13;16.4;21.4;12.4;78;0.0;912.3;96.72;1.7177;4.2564
2007-09-14;15.2;16.6;14.4;87;1.5;913.0;98.714;2.7952;4.8241
2007-09-15;17.5;23.5;13.3;72;0.0;914.6;98.145;0.0013;14.153
2007-09-16;17.9;25.9;12.1;68;0.0;912.9;98.335;2.5206;0.0
2007-09-17;17.9;26.4;12.7;75;0.0;908.9;97.448;2.0185;0.0
2007-09-18;15.7;23.9;12.2;73;1.7;910.4;95.156;0.7181;27.3163
2007-09-19;14.1;22.2;8.4;73;0.0;913.8;92.935;0.001;26.786
2007-09-20;13.9;21.8;9.4;86;0.0;915.4;90.736;1.2615;26.2694
2007-09-21;16.0;22.7;12.3;85;0.0;915.3;88.647;2.607;28.079
2007-09-22;14.8;19.9;11.9;89;5.5;915.0;87.89299999999999;1.621;20.3603
2007-09-23;15.1;20.5;12.4;84;0.0;914.7;88.162;2.7858;0.0
2007-09-24;15.7;20.5;11.4;83;6.0;912.5;87.75;2.794;0.0
2007-09-25;12.8;15.3;9.6;85;0.0;910.0;86.949;2.2463;12.4525
2007-09-26;11.3;18.2;6.6;75;0.1;905.8;86.006;2.3641;12.0221
2007-09-27;8.7;15.7;3.8;59;0.0;901.8;85.03399999999998;1.4252;13.2942
2007-09-28;9.2;17.7;0.9;52;0.0;905.9;84.037;1.5801;12.9145
2007-09-29;14.5;22.6;8.8;80;0.0;909.3;83.01299999999998;1.9684;13.2287
2007-09-30;16.7;24.0;11.7;75;0.0;913.0;82.63600000000002;1.5921;13.2162
2007-10-01;16.8;24.1;11.3;77;0.0;914.8;81.815;0.8909;0.0
2007-10-02;15.8;21.8;10.4;86;0.0;912.4;80.163;2.1241;26.8648
2007-10-03;15.0;18.9;12.4;87;0.0;911.1;78.762;1.7455;12.2204
2007-10-04;15.1;20.9;12.3;86;9.1;911.2;76.692;1.7008;25.0
2007-10-05;14.8;21.7;10.4;85;10.7;909.5;74.972;4.7647;26.8588
2007-10-06;14.1;20.8;10.0;83;0.0;909.9;74.192;8.317;27.1672
2007-10-07;15.3;21.9;10.1;80;8.7;911.6;74.56;4.1674;0.0
2007-10-08;12.9;17.4;9.7;89;29.9;914.3;74.808;4.1797;0.0
2007-10-09;12.4;18.8;8.7;88;0.8;915.3;72.374;6.6610000000000005;25.786
2007-10-10;10.9;18.1;7.1;86;16.8;911.5;70.562;5.5701;25.6579
2007-10-11;10.6;15.0;7.0;77;0.0;912.1;69.094;7.0629;26.4592
2007-10-12;10.7;16.7;6.4;71;0.1;912.0;68.869;13.2608;26.0364
2007-10-13;10.9;17.5;6.2;83;0.0;911.3;69.54899999999999;8.3699;0.0
2007-10-14;11.6;19.3;6.1;82;0.0;912.7;69.965;6.0115;0.0
2007-10-15;11.0;17.3;5.6;85;0.0;912.9;69.439;3.2172;0.0
2007-10-16;11.4;16.2;7.4;90;0.0;913.5;67.486;3.4118;24.1846
2007-10-17;12.1;14.8;11.0;92;0.7;913.6;65.426;3.6163;27.5549
2007-10-18;13.3;19.8;9.4;73;0.0;914.5;63.448;2.6544;24.6099
2007-10-19;10.3;14.8;6.3;73;0.0;914.5;61.324;2.3217;27.2749
2007-10-20;8.0;15.1;2.7;77;0.0;912.5;60.115;2.1874;27.7545
2007-10-21;6.3;13.5;0.4;73;0.0;912.1;60.313;2.2025;0.0
2007-10-22;6.9;13.3;3.2;78;0.0;907.1;59.32100000000001;2.5745;0.0
2007-10-23;10.1;16.5;6.5;80;0.0;904.4;56.648999999999994;1.0984;32.3589
2007-10-24;7.8;11.4;4.9;90;0.0;903.2;53.871;0.962;32.4743
2007-10-25;6.7;7.9;3.7;86;0.0;904.3;51.155;0.8365;31.5127
2007-10-26;7.1;14.6;2.7;85;0.0;907.0;48.603;0.0551;31.8353
2007-10-27;8.6;14.6;5.3;83;0.1;915.4;47.14100000000001;1.0839;30.518
2007-10-28;10.6;19.1;4.6;64;0.0;914.5;47.228;2.5696;1.6159
2007-10-29;9.7;16.0;5.4;72;0.0;909.0;46.782;2.2297;0.0
2007-10-30;7.3;15.2;3.0;70;0.0;905.5;45.163999999999994;2.0729;20.0369
2007-10-31;7.7;11.8;4.0;57;0.1;908.8;44.452;2.5567;19.1568
2007-11-01;9.6;17.7;5.1;62;0.0;914.7;44.653999999999996;3.1947;0.7616
2007-11-02;8.6;16.2;3.5;70;0.0;916.8;44.867;2.7482;0.0
2007-11-03;9.5;17.2;5.3;70;0.0;914.3;45.106;2.7597;0.0
2007-11-04;9.1;17.0;4.2;81;0.0;911.2;45.297;2.1544;0.0
2007-11-05;6.8;11.6;3.9;91;0.0;914.6;45.515;2.4707;0.0
2007-11-06;7.8;16.4;4.3;83;0.0;916.5;45.653;2.1692;0.0
2007-11-07;7.3;16.3;2.5;66;0.0;916.9;45.775;1.5537;0.0
2007-11-08;9.5;17.4;4.1;55;0.0;912.3;45.715;1.6734;2.9166
2007-11-09;6.7;14.0;2.6;79;0.0;913.8;45.913999999999994;2.1772;0.0
2007-11-10;5.9;14.2;1.5;77;0.0;915.4;46.114;2.4966;0.0
2007-11-11;6.0;14.5;0.9;75;0.0;912.2;46.278;1.8783;0.0
2007-11-12;5.2;12.0;0.6;82;0.0;910.0;45.50100000000001;2.1976;0.0
2007-11-13;6.2;12.6;2.4;82;0.0;908.1;44.453;0.0013;23.493
2007-11-14;3.6;10.8;-0.7;80;0.0;900.8;44.611999999999995;1.5203;0.0
2007-11-15;2.1;9.2;-4.2;37;0.0;901.1;44.793;2.1345;0.0
2007-11-16;-0.2;7.1;-5.1;30;0.0;905.8;44.81399999999999;1.8351;0.0
2007-11-17;1.1;9.6;-3.7;36;0.0;907.5;44.422;1.4748;6.9647
